episode,step,cpu_frame_time,gpu_frame_time,fps,visible_renderer_count,triangle_count,draw_call_count,camera_speed,camera_rotation_speed,avg_screen_coverage,previous_bias,recent_lod_switch_count,lod_bias_before_action,action_delta,lod_bias_after_action
7,0,14.0649,7.2929,50.60,16648,1173815,7808,0.0000,0.0000,0.001670,1.0000,0,1.0000,0.0000,1.0000
7,1,20.9551,6.8628,32.13,16648,1299900,8445,6.4262,25.8312,0.001670,1.0000,0,1.0000,0.0000,1.0000
7,2,31.2904,8.2237,68.20,16648,1305626,8322,6.8196,158.8954,0.001670,1.0000,0,1.0000,0.0000,1.0000
7,3,19.6577,7.8262,92.66,16648,1296324,8160,0.0000,131.9821,0.001670,1.0000,0,1.0000,0.0000,1.0000
7,4,31.1614,8.1132,90.83,16648,1237287,7872,9.0791,105.6270,0.001670,1.0000,0,1.0000,0.0000,1.0000
7,5,14.3250,8.3087,84.97,16648,1209720,7796,0.0000,98.8689,0.001670,1.0000,1,1.0000,0.0500,1.0500
7,6,10.7564,7.8787,52.46,16648,1178273,7691,5.2439,59.8331,0.001670,1.0500,1,1.0500,0.0000,1.0500
7,7,11.0467,8.1695,51.10,16648,1123341,7448,5.1113,97.1158,0.001670,1.0500,1,1.0500,0.0000,1.0500
7,8,11.9767,8.2156,87.70,16648,1095460,7339,8.7687,180.6636,0.001670,1.0500,1,1.0500,0.0000,1.0500
7,9,19.0226,8.2022,47.63,16648,1048452,7149,4.7643,60.9478,0.001670,1.0500,1,1.0500,0.0000,1.0500
7,10,19.9977,7.6954,80.99,12925,1025912,7015,0.0000,217.0164,0.002713,1.0500,1,1.0500,0.0000,1.0500
7,11,10.9476,7.9247,37.04,12925,922393,6513,7.4076,54.0829,0.002713,1.0500,2,1.0500,0.0500,1.1000
7,12,21.0271,7.6001,49.86,12925,911446,6402,4.9849,127.7538,0.002713,1.1000,2,1.1000,0.0000,1.1000
7,13,12.1988,7.4107,81.42,12925,906829,6194,0.0000,79.8177,0.002713,1.1000,2,1.1000,0.0000,1.1000
7,14,26.9880,7.4691,120.97,12925,847998,6027,12.0697,29.1127,0.002713,1.1000,2,1.1000,0.0000,1.1000
7,15,19.9603,7.2745,52.34,12925,855763,6021,5.2276,4.1418,0.002713,1.1000,2,1.1000,0.0000,1.1000
7,16,12.4467,6.9601,75.20,12925,850528,5956,0.0000,0.0000,0.002713,1.1000,2,1.1000,0.0000,1.1000
7,17,8.3163,7.3769,49.76,12925,841655,5985,4.9758,0.0000,0.002713,1.1000,3,1.1000,0.0500,1.1500
7,18,18.9736,7.5069,75.38,12925,854751,5959,7.5388,0.0000,0.002713,1.1500,3,1.1500,0.0000,1.1500
7,19,12.9998,7.4844,45.33,12925,834275,5965,4.5336,0.0000,0.002713,1.1500,3,1.1500,0.0000,1.1500
