episode,step,cpu_frame_time,gpu_frame_time,fps,visible_renderer_count,triangle_count,draw_call_count,camera_speed,camera_rotation_speed,avg_screen_coverage,previous_bias,recent_lod_switch_count,lod_bias_before_action,action_delta,lod_bias_after_action
1,0,9.9424,4.8701,60.16,6032,429350,2951,0.0000,0.0000,0.008908,1.0000,0,1.0000,0.0000,1.0000
1,1,15.7376,4.9828,39.59,6032,396336,3170,3.9620,53.0444,0.008908,1.0000,0,1.0000,0.0000,1.0000
1,2,16.7419,5.4303,45.38,6032,410383,3141,4.5309,46.2996,0.008908,1.0000,0,1.0000,0.0000,1.0000
1,3,16.1648,5.4241,96.22,6032,405505,3150,9.4987,19.0345,0.008908,1.0000,0,1.0000,0.0000,1.0000
1,4,25.6761,5.7805,110.94,6032,401400,3131,0.0000,10.7515,0.008908,1.0000,0,1.0000,0.0000,1.0000
1,5,22.3095,5.5429,60.04,6032,398231,3126,6.0139,10.8862,0.008908,1.0000,0,1.0000,0.0000,1.0000
1,6,9.6039,5.6023,60.13,6032,389536,3095,5.9775,31.3799,0.008908,1.0000,0,1.0000,0.0000,1.0000
1,7,9.0844,5.6156,59.70,6032,382350,3050,5.9831,38.2335,0.008908,1.0000,0,1.0000,0.0000,1.0000
1,8,17.6899,5.5091,60.28,6032,392948,3027,6.0825,65.1436,0.008908,1.0000,1,1.0000,0.0500,1.0500
1,9,15.7311,5.5675,59.95,6032,397495,3034,0.0000,92.4084,0.008908,1.0500,1,1.0000,0.0500,1.0500
1,10,16.9839,5.5706,60.12,6032,443807,3076,6.0072,125.0605,0.008908,1.0500,1,1.0500,0.0000,1.0500
1,11,16.2653,5.8788,57.09,6032,435611,3107,5.6554,138.1449,0.008908,1.0500,1,1.0500,0.0000,1.0500
1,12,17.2159,5.8481,63.02,6032,445833,3028,6.2981,199.1322,0.008908,1.0500,1,1.0500,0.0000,1.0500
1,13,16.5520,5.8307,59.91,6032,425279,3021,5.9412,153.3733,0.008908,1.0500,1,1.0500,0.0000,1.0500
1,14,18.7364,5.8358,60.20,6032,449296,3035,6.0124,198.6654,0.008908,1.0500,1,1.0500,0.0000,1.0500
1,15,13.9282,5.9259,59.93,6032,437195,3029,0.0000,158.2757,0.008908,1.0500,1,1.0500,0.0000,1.0500
1,16,17.7175,5.9597,60.12,6032,460757,3209,6.0361,157.8093,0.008908,1.0500,2,1.0500,0.0500,1.1000
1,17,15.7369,6.0252,59.95,6032,508867,3363,5.9934,105.8334,0.008908,1.1000,2,1.0500,0.0500,1.1000
1,18,17.1082,6.1041,59.92,6032,526867,3387,6.0375,95.1492,0.008908,1.1000,2,1.1000,0.0000,1.1000
1,19,16.6292,6.0815,60.16,6032,545981,3541,6.0096,68.6616,0.008908,1.1000,2,1.1000,0.0000,1.1000
1,20,16.5055,6.2249,59.94,6032,580505,3588,6.0799,75.4838,0.008908,1.1000,2,1.1000,0.0000,1.1000
1,21,16.5740,6.0303,60.17,6032,580987,3608,0.0000,54.0745,0.008908,1.1000,2,1.1000,0.0000,1.1000
1,22,17.2273,5.9556,59.81,6032,589713,3628,5.8855,52.6475,0.008908,1.1000,2,1.1000,0.0000,1.1000
1,23,16.5075,5.9832,60.11,6032,595069,3376,6.0213,43.2694,0.008908,1.1000,2,1.1000,0.0000,1.1000
1,24,17.2147,6.0191,59.95,6032,598401,3628,5.9944,25.1003,0.008908,1.1000,3,1.1000,0.0500,1.1500
1,25,17.3519,6.1348,59.85,6032,597215,3639,5.9757,21.4421,0.008908,1.1500,3,1.1000,0.0500,1.1500
1,26,15.7925,6.0856,60.03,6032,613253,3699,6.0101,11.8749,0.008908,1.1500,3,1.1500,0.0000,1.1500
1,27,17.9341,6.0908,59.83,6032,610239,3675,0.0000,13.1788,0.008908,1.1500,3,1.1500,0.0000,1.1500
