episode,step,cpu_frame_time,gpu_frame_time,fps,visible_renderer_count,triangle_count,draw_call_count,camera_speed,camera_rotation_speed,avg_screen_coverage,previous_bias,recent_lod_switch_count,lod_bias_before_action,action_delta,lod_bias_after_action
2,0,6.0688,5.4804,27.49,5118,373954,2793,0.0000,0.0000,0.008749,1.0000,0,1.0000,0.0000,1.0000
2,1,11.9927,5.0842,165.17,5118,362064,2748,0.0000,0.0000,0.008749,1.0000,0,1.0000,0.0000,1.0000
2,2,6.8374,5.1907,164.86,5118,366859,2762,0.0000,0.0000,0.008749,1.0000,0,1.0000,0.0000,1.0000
2,3,4.6779,5.4569,41.24,5118,376784,2794,0.0000,0.0000,0.008749,1.0000,0,1.0000,0.0000,1.0000
2,4,16.5194,4.9592,165.17,5118,362853,2730,0.0000,0.0000,0.008749,1.0000,0,1.0000,0.0000,1.0000
2,5,6.1398,5.4129,54.98,5118,366754,2777,0.0000,0.0000,0.008749,1.0000,1,1.0000,0.0500,1.0500
2,6,18.7933,5.3576,165.17,5118,359772,2757,0.0000,0.0000,0.008749,1.0500,1,1.0500,0.0000,1.0500
2,7,5.4611,5.4241,82.47,5118,366501,2845,0.0000,0.0000,0.008749,1.0500,1,1.0500,0.0000,1.0500
2,8,12.0362,5.5398,165.17,5118,365686,2830,0.0000,0.0000,0.008749,1.0500,1,1.0500,0.0000,1.0500
2,9,12.3070,5.7631,165.17,5118,364978,2852,0.0000,0.0000,0.008749,1.0500,1,1.0500,0.0000,1.0500
2,10,5.8816,5.2326,165.17,5118,367970,2837,0.0000,0.0000,0.008749,1.0500,1,1.0500,0.0000,1.0500
2,11,23.8272,5.7866,54.96,5118,367759,2814,0.0000,0.0000,0.008749,1.0500,1,1.0500,0.0000,1.0500
2,12,12.6066,5.4538,165.17,5118,369038,2820,0.0000,0.0000,0.008749,1.0500,2,1.0500,0.0500,1.1000
