episode,step,cpu_frame_time,gpu_frame_time,fps,visible_renderer_count,triangle_count,draw_call_count,camera_speed,camera_rotation_speed,avg_screen_coverage,previous_bias,recent_lod_switch_count,lod_bias_before_action,action_delta,lod_bias_after_action
5,0,16.7200,4.5711,60.00,2545,463927,1918,0.0000,0.0000,0.015757,1.0000,0,1.0000,0.0000,1.0000
5,1,16.6140,4.4749,59.53,2545,427747,2098,5.9903,22.5905,0.015757,1.0000,0,1.0000,0.0000,1.0000
5,2,16.6870,4.6592,60.18,2545,411401,2070,6.0335,17.0045,0.015757,1.0000,0,1.0000,0.0000,1.0000
5,3,16.6889,4.7616,60.07,2545,424636,2055,6.0253,13.4444,0.015757,1.0000,0,1.0000,0.0000,1.0000
5,4,16.6672,4.9336,60.13,2545,456021,2074,6.0247,11.1580,0.015757,1.0000,0,1.0000,0.0000,1.0000
5,5,16.6712,4.7677,60.06,2545,430823,1969,0.0000,13.8549,0.015757,1.0000,0,1.0000,0.0000,1.0000
5,6,16.6725,4.6193,59.86,2545,433824,2021,5.9794,11.6024,0.015757,1.0000,0,1.0000,0.0000,1.0000
5,7,16.4577,4.7247,60.20,2545,422375,2025,5.9841,14.0919,0.015757,1.0000,1,1.0000,0.0500,1.0500
5,8,16.6435,4.8855,59.84,2545,424825,2005,6.0532,18.3402,0.015757,1.0500,1,1.0000,0.0500,1.0500
5,9,16.8740,4.7698,60.07,2545,438675,2009,6.0270,19.8850,0.015757,1.0500,1,1.0500,0.0000,1.0500
5,10,16.3680,4.5588,59.96,2545,439069,1975,6.0187,23.4836,0.015757,1.0500,1,1.0500,0.0000,1.0500
5,11,17.1793,4.6735,60.05,2545,432694,1960,0.0000,30.0520,0.015757,1.0500,1,1.0500,0.0000,1.0500
5,12,16.2977,4.7104,60.06,2545,428718,1968,6.0243,20.4396,0.015757,1.0500,1,1.0500,0.0000,1.0500
5,13,16.9474,4.5834,59.89,2545,429002,1968,6.0025,19.8241,0.015757,1.0500,1,1.0500,0.0000,1.0500
5,14,16.3545,4.5732,59.82,2545,429044,1946,5.9916,24.2522,0.015757,1.0500,1,1.0500,0.0000,1.0500
5,15,16.5033,4.5148,60.30,2545,427846,1952,6.0092,25.0208,0.015757,1.0500,2,1.0500,0.0500,1.1000
5,16,16.9531,4.6193,59.86,2545,427606,1926,6.0034,25.5075,0.015757,1.1000,2,1.0500,0.0500,1.1000
5,17,16.5107,4.4882,60.00,2545,421395,1909,0.0000,17.1185,0.015757,1.1000,2,1.1000,0.0000,1.1000
5,18,16.9283,4.2865,59.72,2545,416689,1908,6.0004,15.1300,0.015757,1.1000,2,1.1000,0.0000,1.1000
5,19,16.3864,4.4790,60.10,2545,419294,1904,6.0268,12.5821,0.015757,1.1000,2,1.1000,0.0000,1.1000
5,20,17.6841,4.4145,60.34,2545,414103,1854,6.0518,11.9375,0.015757,1.1000,2,1.1000,0.0000,1.1000
5,21,17.0717,4.3295,59.95,2545,412451,1855,5.9890,9.1856,0.015757,1.1000,2,1.1000,0.0000,1.1000
5,22,15.2706,4.2537,59.85,2545,393217,1826,6.0810,7.4877,0.015757,1.1000,2,1.1000,0.0000,1.1000
5,23,17.3434,4.3827,60.01,2545,402404,1830,0.0000,10.8798,0.015757,1.1000,3,1.1000,0.0500,1.1500
5,24,16.0960,4.3602,59.77,2545,401630,1805,5.9814,11.8245,0.015757,1.1500,3,1.1000,0.0500,1.1500
5,25,17.3001,4.3377,60.47,2545,404468,1806,6.0511,10.1499,0.015757,1.1500,3,1.1500,0.0000,1.1500
5,26,16.3913,4.1800,59.87,2545,414859,1803,5.9167,6.7000,0.015757,1.1500,3,1.1500,0.0000,1.1500
5,27,16.9968,4.3930,60.01,2545,411032,1794,5.9888,4.1123,0.015757,1.1500,3,1.1500,0.0000,1.1500
