point_id,rot_x,rot_y,rot_z,lod_level,mean_gpu_ms,mean_cpu_ms,mean_fps
1,-60,180,30,0,1.859277,1.523057,537.8435
1,-60,180,30,1,1.821525,1.581437,548.9905
1,-60,180,30,2,1.868834,1.49258,535.093
1,-60,180,30,3,1.862827,1.498387,536.8185
1,-60,270,-30,0,1.794082,1.636613,557.3881
1,-60,270,-30,1,1.763123,1.578436,567.1753
1,-60,270,-30,2,1.788109,1.581537,559.2501
1,-60,270,-30,3,1.795686,1.546887,556.8901
1,-60,270,0,0,1.803742,1.550557,554.403
1,-60,270,0,1,1.799133,1.541233,555.8231
1,-60,270,0,2,1.796813,1.53975,556.5411
1,-60,270,0,3,1.783091,1.516687,560.8238
1,-60,270,30,0,1.783296,1.54452,560.7595
1,-60,270,30,1,1.800362,1.540513,555.4437
1,-60,270,30,2,1.78572,1.517633,559.9984
1,-60,270,30,3,1.768345,1.569227,565.5004
1,0,0,-30,0,4.666222,8.983454,111.3158
1,0,0,-30,1,4.291162,6.899847,144.9308
1,0,0,-30,2,4.032568,6.750623,148.1345
1,0,0,-30,3,3.18976,3.692732,270.8022
1,0,0,0,0,4.812288,8.327523,120.0837
1,0,0,0,1,4.234783,6.330765,157.9588
1,0,0,0,2,4.069861,6.521763,153.3328
1,0,0,0,3,3.237339,3.541904,282.334
1,0,0,30,0,4.511693,7.455329,134.1322
1,0,0,30,1,4.010869,6.074492,164.6228
1,0,0,30,2,3.835352,5.847446,171.0148
1,0,0,30,3,3.126378,3.310807,302.0412
1,0,90,-30,0,4.39863,7.45762,134.091
1,0,90,-30,1,3.721254,5.158622,193.8502
1,0,90,-30,2,3.594024,8.510911,117.4962
1,0,90,-30,3,3.108546,5.212814,191.835
1,0,90,0,0,4.450356,9.236116,108.2706
1,0,90,0,1,3.944308,6.20275,161.2188
1,0,90,0,2,3.811682,5.715241,174.9707
1,0,90,0,3,3.183652,3.496654,285.9877
1,0,90,30,0,4.73856,11.50385,86.92744
1,0,90,30,1,4.095853,6.865996,145.6453
1,0,90,30,2,4.082542,9.925782,100.7477
1,0,90,30,3,3.20904,3.973869,251.6439
1,0,180,-30,0,2.360722,2.099011,423.5992
1,0,180,-30,1,2.311919,1.982447,432.5411
1,0,180,-30,2,2.32448,2.016865,430.2037
1,0,180,-30,3,2.272213,1.8435,440.0995
1,0,180,0,0,2.294887,1.785267,435.7514
1,0,180,0,1,2.264951,1.72085,441.5106
1,0,180,0,2,2.272393,1.95898,440.0648
1,0,180,0,3,2.294477,2.042163,435.8292
1,0,180,30,0,2.219349,1.747973,450.5826
1,0,180,30,1,2.226586,1.703493,449.1181
1,0,180,30,2,2.216312,1.73518,451.2001
1,0,180,30,3,2.208734,1.744123,452.7481
1,0,270,-30,0,2.239078,1.789697,446.6123
1,0,270,-30,1,2.199313,1.728877,454.6874
1,0,270,-30,2,2.221773,1.654513,450.091
1,0,270,-30,3,2.234914,1.7551,447.4445
1,0,270,0,0,2.226552,1.96269,449.125
1,0,270,0,1,2.242014,1.63741,446.0275
1,0,270,0,2,2.235119,1.611663,447.4034
1,0,270,0,3,2.240034,1.640663,446.4217
1,0,270,30,0,2.323866,1.69973,430.3175
1,0,270,30,1,2.205081,1.577463,453.498
1,0,270,30,2,2.236006,1.597767,447.2259
1,0,270,30,3,2.243243,1.579233,445.7833
1,60,0,-30,0,2.25792,1.655487,442.8854
1,60,0,-30,1,2.265498,1.691187,441.4041
1,60,0,-30,2,2.248841,1.699323,444.6736
1,60,0,-30,3,2.26758,1.67316,440.9989
1,60,0,0,0,2.296252,1.69871,435.4923
1,60,0,0,1,2.492211,1.80026,401.2501
1,60,0,0,2,2.262733,1.626357,441.9435
1,60,0,0,3,2.358238,1.655846,424.0454
1,60,0,30,0,2.456951,1.810387,407.0085
1,60,0,30,1,2.408038,2.062327,415.2758
1,60,0,30,2,2.336495,1.676363,427.9915
1,60,0,30,3,2.370355,1.64313,421.8777
1,60,90,-30,0,2.465758,1.937546,405.5548
1,60,90,-30,1,2.641101,1.762747,378.63
1,60,90,-30,2,2.415001,1.67812,414.0785
1,60,90,-30,3,2.373393,1.60177,421.3377
1,60,90,0,0,2.325299,1.666697,430.0522
1,60,90,0,1,2.293999,1.684216,435.92
1,60,90,0,2,2.344073,1.625687,426.6079
1,60,90,0,3,2.317107,1.669017,431.5726
1,60,90,30,0,2.270003,1.7978,440.528
1,60,90,30,1,2.275396,1.62581,439.4839
1,60,90,30,2,2.298436,1.600507,435.0784
1,60,90,30,3,2.270754,1.640203,440.3823
1,60,180,-30,0,2.337485,1.72034,427.8103
1,60,180,-30,1,2.344926,1.759073,426.4527
1,60,180,-30,2,2.358955,1.675227,423.9165
1,60,180,-30,3,2.333627,1.64362,428.5174
1,60,180,0,0,2.323934,1.644517,430.3048
1,60,180,0,1,2.279629,1.601706,438.6679
1,60,180,0,2,2.293658,1.589517,435.9848
1,60,180,0,3,2.296047,1.579403,435.5312
1,60,180,30,0,2.296081,1.620617,435.5247
1,60,180,30,1,2.313421,1.576267,432.2603
1,60,180,30,2,2.307789,1.707477,433.3152
1,60,180,30,3,2.267204,1.843077,441.0719
1,60,270,-30,0,2.315366,1.56785,431.8972
1,60,270,-30,1,2.248192,1.94073,444.8019
1,60,270,-30,2,2.253312,1.850963,443.7912
1,60,270,-30,3,2.250888,1.565733,444.2691
1,60,270,0,0,2.265122,1.626114,441.4772
1,60,270,0,1,2.281335,1.571833,438.3398
1,60,270,0,2,2.273758,1.59149,439.8005
1,60,270,0,3,2.244019,1.596103,445.629
1,60,270,30,0,2.322705,1.614347,430.5324
1,60,270,30,1,2.338406,1.607477,427.6417
1,60,270,30,2,2.292497,1.575157,436.2056
1,60,270,30,3,2.32762,1.60442,429.6234
2,-60,0,-30,0,1.804356,1.526023,554.2142
2,-60,0,-30,1,1.788484,1.486827,559.1328
2,-60,0,-30,2,1.769062,1.51959,565.2712
2,-60,0,-30,3,1.733734,1.566063,576.7897
2,-60,0,0,0,1.508659,1.642737,608.7402
2,-60,0,0,1,1.520094,1.776276,562.9754
2,-60,0,0,2,1.526033,1.605107,623.0116
2,-60,0,0,3,1.531187,1.544293,647.5454
2,-60,0,30,0,1.785719,1.561427,559.9984
2,-60,0,30,1,1.795584,1.525303,556.9219
2,-60,0,30,2,1.793263,1.474447,557.6427
2,-60,0,30,3,1.750357,1.52838,571.3119
