reference_id,renderer_count,thresholds
Train_Stage_2:69544,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:74428,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:10176,1,0.006301761
Train_Stage_2:10034,1,0.006301761
Train_Stage_2:67198,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:66938,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:83272,1,0.04853339
Train_Stage_2:6472,2,0.25;0.01
Train_Stage_2:78436,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:45072,1,0.04853339
Train_Stage_2:76652,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:53562,1,0.05128473
Train_Stage_2:53558,1,0.05128473
Train_Stage_2:78972,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:73722,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:6314,2,0.25;0.01
Train_Stage_2:70550,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:52746,1,0.05128473
Train_Stage_2:65514,1,0.005165694
Train_Stage_2:53268,1,0.05128473
Train_Stage_2:9680,8,0.6952853;0.4031928;0.1988268;0.01
Train_Stage_2:78966,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:73334,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:70474,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:64844,3,0.5017237;0.1998479;0.0471856
Train_Stage_2:53280,1,0.05128473
Train_Stage_2:85076,1,0.05128473
Train_Stage_2:75578,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:74188,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:6360,2,0.25;0.01
Train_Stage_2:79526,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:46060,1,0.04853339
Train_Stage_2:74408,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:71882,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:6952,2,0.25;0.01
Train_Stage_2:70252,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:77260,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:70546,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:9690,8,0.6952853;0.4031928;0.1988268;0.01
Train_Stage_2:64840,3,0.5017237;0.1998479;0.0471856
Train_Stage_2:53660,1,0.05128473
Train_Stage_2:78976,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:77234,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:85658,1,0.05128473
Train_Stage_2:85088,1,0.05128473
Train_Stage_2:69316,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:86596,1,0.05128473
Train_Stage_2:85420,1,0.05128473
Train_Stage_2:67138,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:13624,1,0.0991072
Train_Stage_2:76820,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:86168,1,0.05128473
Train_Stage_2:89908,3,0.4969922;0.2028568;0.04585641
Train_Stage_2:74112,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:46626,1,0.04853339
Train_Stage_2:84290,1,0.05128473
Train_Stage_2:43376,3,0.9022443;0.4996579;0.01
Train_Stage_2:86608,1,0.05128473
Train_Stage_2:6416,2,0.25;0.01
Train_Stage_2:74508,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:80508,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:70192,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:67822,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:78130,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:74604,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:81668,1,0.04853339
Train_Stage_2:55502,8,0.7008223;0.3989935;0.2047914;0.01
Train_Stage_2:70408,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:81902,1,0.04853339
Train_Stage_2:77248,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:82916,1,0.04853339
Train_Stage_2:46110,1,0.04853339
Train_Stage_2:74298,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:9936,1,0.006301761
Train_Stage_2:65010,3,0.5017237;0.1998479;0.0471856
Train_Stage_2:46764,1,0.04853339
Train_Stage_2:81510,1,0.04853339
Train_Stage_2:68848,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:81896,1,0.04853339
Train_Stage_2:75692,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:68210,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:84726,1,0.05128473
Train_Stage_2:71412,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:70126,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:72762,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:78186,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:6272,2,0.25;0.01
Train_Stage_2:46528,1,0.04853339
Train_Stage_2:81326,1,0.04853339
Train_Stage_2:6346,2,0.25;0.01
Train_Stage_2:72804,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:76594,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:76978,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:75156,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:79882,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:52536,1,0.05128473
Train_Stage_2:79792,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:83342,1,0.04853339
Train_Stage_2:74618,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:79054,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:80148,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:47010,3,0.5017237;0.1998479;0.01
Train_Stage_2:70536,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:45896,1,0.04853339
Train_Stage_2:73406,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:67666,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:71036,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:90082,3,0.4969922;0.2028568;0.04585641
Train_Stage_2:80852,1,0.008408552
Train_Stage_2:44684,1,0.04853339
Train_Stage_2:84266,1,0.05128473
Train_Stage_2:85948,1,0.05128473
Train_Stage_2:53638,1,0.05128473
Train_Stage_2:82268,1,0.04853339
Train_Stage_2:6848,2,0.25;0.01
Train_Stage_2:50378,8,0.6952853;0.4031928;0.1988268;0.01
Train_Stage_2:43360,3,0.9022443;0.4996579;0.01
Train_Stage_2:69134,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:81646,1,0.04853339
Train_Stage_2:74682,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:53996,1,0.05128473
Train_Stage_2:46466,1,0.04853339
Train_Stage_2:72646,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:73350,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:76352,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:71818,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:47234,3,0.5017237;0.1998479;0.01
Train_Stage_2:54252,1,0.05128473
Train_Stage_2:72578,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:44610,1,0.04853339
Train_Stage_2:54358,1,0.05128473
Train_Stage_2:79814,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:85160,1,0.05128473
Train_Stage_2:6722,2,0.25;0.01
Train_Stage_2:82084,1,0.04853339
Train_Stage_2:75844,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:46712,1,0.04853339
Train_Stage_2:72324,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:75624,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:76144,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:73358,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:13594,1,0.0991072
Train_Stage_2:67270,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:46996,3,0.5017237;0.1998479;0.01
Train_Stage_2:86016,1,0.05128473
Train_Stage_2:64924,3,0.5017237;0.1998479;0.0471856
Train_Stage_2:86432,1,0.05128473
Train_Stage_2:52378,1,0.05128473
Train_Stage_2:86346,1,0.05128473
Train_Stage_2:80838,1,0.008408552
Train_Stage_2:75032,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:86606,1,0.05128473
Train_Stage_2:78612,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:44810,1,0.04853339
Train_Stage_2:67406,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:5842,2,0.25;0.01
Train_Stage_2:5788,2,0.25;0.01
Train_Stage_2:65614,1,0.005165694
Train_Stage_2:13630,1,0.0991072
Train_Stage_2:13742,3,0.9022443;0.5033596;0.01
Train_Stage_2:54206,1,0.05128473
Train_Stage_2:75456,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:53160,1,0.05128473
Train_Stage_2:68926,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:6814,2,0.25;0.01
Train_Stage_2:82828,1,0.04853339
Train_Stage_2:72952,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:75954,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:73442,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:80000,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:53426,1,0.05128473
Train_Stage_2:72190,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:75444,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:76630,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:83808,1,0.04853339
Train_Stage_2:76220,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:73420,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:44468,1,0.04853339
Train_Stage_2:85612,1,0.05128473
Train_Stage_2:71848,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:50362,8,0.6952853;0.4031928;0.1988268;0.01
Train_Stage_2:5910,2,0.25;0.01
Train_Stage_2:89906,3,0.4969922;0.2028568;0.04585641
Train_Stage_2:73826,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:71394,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:66936,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:73808,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:68646,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:79724,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:53712,1,0.05128473
Train_Stage_2:86164,1,0.05128473
Train_Stage_2:46396,1,0.04853339
Train_Stage_2:72656,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:74368,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:78482,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:77550,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:89742,3,0.4969922;0.2028568;0.04585641
Train_Stage_2:72342,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:68068,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:81962,1,0.04853339
Train_Stage_2:68686,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:83220,1,0.04853339
Train_Stage_2:69172,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:71796,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:83476,1,0.04853339
Train_Stage_2:73410,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:82932,1,0.04853339
Train_Stage_2:44556,1,0.04853339
Train_Stage_2:76796,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:73078,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:6090,2,0.25;0.01
Train_Stage_2:6726,2,0.25;0.01
Train_Stage_2:64874,3,0.5017237;0.1998479;0.0471856
Train_Stage_2:53108,1,0.05128473
Train_Stage_2:90278,3,0.4969922;0.2028568;0.04585641
Train_Stage_2:6890,2,0.25;0.01
Train_Stage_2:79628,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:90172,3,0.4969922;0.2028568;0.04585641
Train_Stage_2:69230,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:45368,1,0.04853339
Train_Stage_2:70596,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:89610,3,0.4969922;0.2028568;0.04585641
Train_Stage_2:81348,1,0.04853339
Train_Stage_2:76734,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:75822,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:53790,1,0.05128473
Train_Stage_2:74546,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:81208,1,0.1005739
Train_Stage_2:45328,1,0.04853339
Train_Stage_2:45638,1,0.04853339
Train_Stage_2:51908,1,0.05128473
Train_Stage_2:85334,1,0.05128473
Train_Stage_2:67118,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:67240,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:68320,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:78924,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:68626,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:69542,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:84840,1,0.05128473
Train_Stage_2:72528,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:74080,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:47280,3,0.5017237;0.1998479;0.01
Train_Stage_2:84924,1,0.05128473
Train_Stage_2:68642,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:76708,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:82474,1,0.04853339
Train_Stage_2:76142,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:80890,1,0.008408552
Train_Stage_2:77906,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:52368,1,0.05128473
Train_Stage_2:51960,1,0.05128473
Train_Stage_2:77918,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:69370,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:6562,2,0.25;0.01
Train_Stage_2:68584,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:72722,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:71236,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:47016,3,0.5017237;0.1998479;0.01
Train_Stage_2:78882,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:73084,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:65468,1,0.005165694
Train_Stage_2:68440,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:52498,1,0.05128473
Train_Stage_2:53076,1,0.05128473
Train_Stage_2:67024,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:69060,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:83298,1,0.04853339
Train_Stage_2:6808,2,0.25;0.01
Train_Stage_2:75016,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:47342,3,0.5017237;0.1998479;0.01
Train_Stage_2:70024,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:83958,1,0.04853339
Train_Stage_2:82580,1,0.04853339
Train_Stage_2:52266,1,0.05128473
Train_Stage_2:82044,1,0.04853339
Train_Stage_2:74710,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:84486,1,0.05128473
Train_Stage_2:71622,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:6536,2,0.25;0.01
Train_Stage_2:44826,1,0.04853339
Train_Stage_2:73058,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:68514,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:46338,1,0.04853339
Train_Stage_2:90098,3,0.4969922;0.2028568;0.04585641
Train_Stage_2:81286,1,0.1005739
Train_Stage_2:71262,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:75038,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:67614,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:85640,1,0.05128473
Train_Stage_2:84468,1,0.05128473
Train_Stage_2:46122,1,0.04853339
Train_Stage_2:77138,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:75596,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:81652,1,0.04853339
Train_Stage_2:68160,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:81638,1,0.04853339
Train_Stage_2:54012,1,0.05128473
Train_Stage_2:84686,1,0.05128473
Train_Stage_2:85268,1,0.05128473
Train_Stage_2:6140,2,0.25;0.01
Train_Stage_2:84210,1,0.05128473
Train_Stage_2:69838,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:76252,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:83580,1,0.04853339
Train_Stage_2:83524,1,0.04853339
Train_Stage_2:44768,1,0.04853339
Train_Stage_2:90210,3,0.4969922;0.2028568;0.04585641
Train_Stage_2:71964,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:6096,2,0.25;0.01
Train_Stage_2:82374,1,0.04853339
Train_Stage_2:65174,1,0.005165694
Train_Stage_2:80316,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:70860,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:47426,3,0.5017237;0.1998479;0.01
Train_Stage_2:51990,1,0.05128473
Train_Stage_2:77106,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:84540,1,0.05128473
Train_Stage_2:69000,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:85192,1,0.05128473
Train_Stage_2:54208,1,0.05128473
Train_Stage_2:69918,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:71004,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:47304,3,0.5017237;0.1998479;0.01
Train_Stage_2:52298,1,0.05128473
Train_Stage_2:76194,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:54266,1,0.05128473
Train_Stage_2:84224,1,0.05128473
Train_Stage_2:77886,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:73842,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:52978,1,0.05128473
Train_Stage_2:85442,1,0.05128473
Train_Stage_2:73052,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:76694,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:6478,2,0.25;0.01
Train_Stage_2:65458,1,0.005165694
Train_Stage_2:82436,1,0.04853339
Train_Stage_2:78620,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:6940,2,0.25;0.01
Train_Stage_2:44402,1,0.04853339
Train_Stage_2:5878,2,0.25;0.01
Train_Stage_2:84970,1,0.05128473
Train_Stage_2:6014,2,0.25;0.01
Train_Stage_2:86098,1,0.05128473
Train_Stage_2:47362,3,0.5017237;0.1998479;0.01
Train_Stage_2:85918,1,0.05128473
Train_Stage_2:44474,1,0.04853339
Train_Stage_2:90270,3,0.4969922;0.2028568;0.04585641
Train_Stage_2:79766,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:78346,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:45882,1,0.04853339
Train_Stage_2:45358,1,0.04853339
Train_Stage_2:54164,1,0.05128473
Train_Stage_2:45190,1,0.04853339
Train_Stage_2:45850,1,0.04853339
Train_Stage_2:89732,3,0.4969922;0.2028568;0.04585641
Train_Stage_2:81684,1,0.04853339
Train_Stage_2:76218,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:74606,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:84340,1,0.05128473
Train_Stage_2:80050,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:70510,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:85778,1,0.05128473
Train_Stage_2:6614,2,0.25;0.01
Train_Stage_2:68892,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:70976,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:65126,3,0.5017237;0.1998479;0.0471856
Train_Stage_2:10286,1,0.006301761
Train_Stage_2:45690,1,0.04853339
Train_Stage_2:79764,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:81394,1,0.04853339
Train_Stage_2:86644,1,0.05128473
Train_Stage_2:77920,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:71806,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:84200,1,0.05128473
Train_Stage_2:73386,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:46374,1,0.04853339
Train_Stage_2:52908,1,0.05128473
Train_Stage_2:75474,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:5838,2,0.25;0.01
Train_Stage_2:53622,1,0.05128473
Train_Stage_2:53116,1,0.05128473
Train_Stage_2:71326,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:70690,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:77384,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:75128,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:75034,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:52016,1,0.05128473
Train_Stage_2:45326,1,0.04853339
Train_Stage_2:46480,1,0.04853339
Train_Stage_2:80744,1,0.008408552
Train_Stage_2:70924,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:72946,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:44472,1,0.04853339
Train_Stage_2:44488,1,0.04853339
Train_Stage_2:78290,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:73486,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:74216,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:67282,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:65412,1,0.005165694
Train_Stage_2:75324,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:79834,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:67110,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:69400,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:6190,2,0.25;0.01
Train_Stage_2:75310,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:6746,2,0.25;0.01
Train_Stage_2:46012,1,0.04853339
Train_Stage_2:45148,1,0.04853339
Train_Stage_2:84702,1,0.05128473
Train_Stage_2:75380,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:70624,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:53614,1,0.05128473
Train_Stage_2:81074,1,0.008408552
Train_Stage_2:46346,1,0.04853339
Train_Stage_2:70954,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:78174,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:54324,1,0.05128473
Train_Stage_2:76932,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:90232,3,0.4969922;0.2028568;0.04585641
Train_Stage_2:75168,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:68844,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:74442,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:74390,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:45024,1,0.04853339
Train_Stage_2:69406,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:85478,1,0.05128473
Train_Stage_2:83216,1,0.04853339
Train_Stage_2:52028,1,0.05128473
Train_Stage_2:53302,1,0.05128473
Train_Stage_2:83326,1,0.04853339
Train_Stage_2:53400,1,0.05128473
Train_Stage_2:68762,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:81954,1,0.04853339
Train_Stage_2:70210,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:90088,3,0.4969922;0.2028568;0.04585641
Train_Stage_2:52516,1,0.05128473
Train_Stage_2:85156,1,0.05128473
Train_Stage_2:74672,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:70460,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:77144,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:74318,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:85836,1,0.05128473
Train_Stage_2:79468,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:45746,1,0.04853339
Train_Stage_2:52048,1,0.05128473
Train_Stage_2:86206,1,0.05128473
Train_Stage_2:53572,1,0.05128473
Train_Stage_2:44626,1,0.04853339
Train_Stage_2:75008,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:53522,1,0.05128473
Train_Stage_2:44688,1,0.04853339
Train_Stage_2:52100,1,0.05128473
Train_Stage_2:73976,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:67980,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:13566,1,0.0991072
Train_Stage_2:46850,1,0.04853339
Train_Stage_2:72776,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:69186,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:86182,1,0.05128473
Train_Stage_2:52860,1,0.05128473
Train_Stage_2:86012,1,0.05128473
Train_Stage_2:52178,1,0.05128473
Train_Stage_2:90058,3,0.4969922;0.2028568;0.04585641
Train_Stage_2:9902,1,0.006301761
Train_Stage_2:72180,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:5874,2,0.25;0.01
Train_Stage_2:52316,1,0.05128473
Train_Stage_2:46682,1,0.04853339
Train_Stage_2:78802,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:90034,3,0.4969922;0.2028568;0.04585641
Train_Stage_2:45938,1,0.04853339
Train_Stage_2:84074,1,0.05128473
Train_Stage_2:67452,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:46784,1,0.04853339
Train_Stage_2:77960,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:89918,3,0.4969922;0.2028568;0.04585641
Train_Stage_2:68838,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:69264,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:53832,1,0.05128473
Train_Stage_2:68600,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:76078,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:73010,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:78638,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:74894,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:73926,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:83968,1,0.04853339
Train_Stage_2:75436,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:44962,1,0.04853339
Train_Stage_2:45816,1,0.04853339
Train_Stage_2:71220,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:10282,1,0.006301761
Train_Stage_2:73354,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:80846,1,0.008408552
Train_Stage_2:81660,1,0.04853339
Train_Stage_2:76502,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:71172,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:53862,1,0.05128473
Train_Stage_2:67612,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:68846,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:78506,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:83522,1,0.04853339
Train_Stage_2:72988,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:78792,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:13772,3,0.9022443;0.5033596;0.01
Train_Stage_2:68958,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:74772,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:79880,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:64814,3,0.5017237;0.1998479;0.0471856
Train_Stage_2:46616,1,0.04853339
Train_Stage_2:80542,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:69372,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:68900,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:81476,1,0.04853339
Train_Stage_2:67364,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:84962,1,0.05128473
Train_Stage_2:78794,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:85696,1,0.05128473
Train_Stage_2:73760,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:71388,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:75852,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:72714,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:82884,1,0.04853339
Train_Stage_2:84710,1,0.05128473
Train_Stage_2:45086,1,0.04853339
Train_Stage_2:85370,1,0.05128473
Train_Stage_2:68798,3,0.5017237;0.1968613;0.04989976
