episode,step,cpu_frame_time,gpu_frame_time,fps,visible_renderer_count,triangle_count,draw_call_count,camera_speed,camera_rotation_speed,avg_screen_coverage,previous_bias,recent_lod_switch_count,floor_dwell_score,ceiling_dwell_score,lod_bias_before_action,raw_action_delta,action_delta,lod_bias_after_action,selected_target_ms,target_source,scene_target_ready,collection_mode,gpu_ms_at_target_lock
0,0,6.7903,0.3246,50.00,20128,375539,2568,0.0000,0.0000,0.002263,2.0000,1,0.0000,0.3000,1.0000,0.0500,0.0000,1.0000,4.5000,null_json_bootstrap,0,null_rl,NaN
0,1,2418.4020,26.2482,20.16,20128,548121,4529,0.0000,0.0000,0.002252,1.0000,1,0.0000,0.2539,1.0000,-0.0500,0.0000,1.0000,4.5000,null_json_bootstrap,0,null_rl,NaN
0,2,34.1628,25.8673,26.65,20128,547493,4926,0.0000,0.0000,0.002252,1.0000,1,0.0000,0.1540,1.0000,-0.0500,0.0000,1.0000,4.5000,null_json_bootstrap,0,null_rl,NaN
0,3,35.2804,25.8929,18.21,20128,552115,4878,0.0000,0.0000,0.002252,1.0000,1,0.0000,0.1303,1.0000,-0.0500,0.0000,1.0000,4.5000,null_json_bootstrap,0,null_rl,NaN
0,4,32.9304,25.9389,26.73,20128,538367,4885,0.0000,0.0000,0.002252,1.0000,2,0.0000,0.1103,1.0000,-0.0500,-0.0254,0.9746,4.5000,null_json_bootstrap,0,null_rl,NaN
0,5,33.7858,5.5777,19.99,20128,148101,1732,0.0000,0.0000,0.002252,0.9746,2,0.0000,0.0934,1.0000,-0.0500,0.0000,0.9746,4.5000,null_json_bootstrap,0,null_rl,NaN
0,6,34.2276,5.9924,27.62,20128,556386,4921,0.0000,0.0000,0.002252,0.9746,2,0.0000,0.0669,1.0000,-0.0500,0.0000,0.9746,4.5000,null_json_bootstrap,0,null_rl,NaN
0,7,34.4079,5.6689,27.63,20128,559866,4995,0.0000,0.0000,0.002252,0.9746,2,0.0000,0.0479,1.0000,-0.0500,0.0000,0.9746,4.5000,null_json_bootstrap,0,null_rl,NaN
0,8,33.7953,6.0129,26.97,20128,557085,4946,0.0000,0.0000,0.002252,0.9746,2,0.0000,0.0406,1.0000,-0.0500,0.0000,0.9746,4.5000,null_json_bootstrap,0,null_rl,NaN
0,9,36.2016,5.8829,26.59,21285,544414,4908,0.0000,65.0968,0.002348,0.9746,2,0.0000,0.0343,1.0000,-0.0500,0.0000,0.9746,4.5000,null_json_bootstrap,0,null_rl,NaN
0,10,44.4700,5.8808,21.61,26667,662611,6493,0.0000,0.0000,0.001848,0.9746,2,0.0000,0.0126,0.9746,-0.0500,-0.0436,0.9310,4.5000,null_json_bootstrap,0,null_rl,NaN
0,11,43.4601,5.7610,21.61,26667,673759,6596,0.0000,0.0000,0.001848,0.9310,2,0.0000,0.0107,0.9746,-0.0500,0.0000,0.9310,4.5000,null_json_bootstrap,0,null_rl,NaN
0,12,43.3161,6.2874,21.60,26667,687834,6622,0.0000,0.0000,0.001848,0.9310,1,0.0000,0.0077,0.9746,-0.0500,0.0000,0.9310,4.5000,null_json_bootstrap,0,null_rl,NaN
0,13,40.1425,6.2484,23.34,26667,672187,6608,0.0000,0.0000,0.001848,0.9310,1,0.0000,0.0065,0.9746,-0.0500,0.0000,0.9310,4.5000,null_json_bootstrap,0,null_rl,NaN
0,14,41.2206,6.2659,21.05,26667,668263,6517,0.0000,0.0000,0.001848,0.9310,1,0.0000,0.0055,0.9746,-0.0500,0.0000,0.9310,4.5000,null_json_bootstrap,0,null_rl,NaN
0,15,47.1766,5.9003,20.57,26667,692821,6723,0.0000,0.0000,0.001848,0.9310,1,0.0000,0.0046,0.9746,-0.0500,0.0000,0.9310,4.5000,null_json_bootstrap,0,null_rl,NaN
0,16,42.6082,6.1061,21.61,26667,647842,6206,0.0000,0.0000,0.001848,0.9310,2,0.0000,0.0024,0.9310,-0.0500,-0.0483,0.8827,4.5000,null_json_bootstrap,0,null_rl,NaN
0,17,45.6217,5.7231,21.62,26667,681808,6636,0.0000,0.0000,0.001848,0.8827,2,0.0000,0.0020,0.9310,-0.0500,0.0000,0.8827,4.5000,null_json_bootstrap,0,null_rl,NaN
0,18,43.0187,6.1727,21.59,26667,675146,6496,0.0000,0.0000,0.001848,0.8827,2,0.0000,0.0017,0.9310,-0.0500,0.0000,0.8827,4.5000,null_json_bootstrap,0,null_rl,NaN
0,19,39.7205,6.1573,21.60,26667,690062,6658,0.0000,0.0000,0.001848,0.8827,2,0.0000,0.0012,0.9310,-0.0500,0.0000,0.8827,4.5000,null_json_bootstrap,0,null_rl,NaN
