episode,step,cpu_frame_time,gpu_frame_time,fps,visible_renderer_count,triangle_count,draw_call_count,camera_speed,camera_rotation_speed,avg_screen_coverage,previous_bias,recent_lod_switch_count,floor_dwell_score,ceiling_dwell_score,lod_bias_before_action,raw_action_delta,action_delta,lod_bias_after_action,selected_target_ms,target_source,scene_target_ready,collection_mode,gpu_ms_at_target_lock
4,0,22.3312,5.5757,50.02,3833,249572,1706,5.0020,10.4722,0.014022,1.0000,0,0.0000,0.0000,0.8803,0.0361,0.0000,1.0000,5.0000,json_training,0,active_rl,NaN
4,1,20.0857,5.0842,51.28,3827,247613,1704,5.1287,7.3159,0.013917,1.0000,0,0.0000,0.0000,0.8803,-0.0890,0.0000,1.0000,5.0000,json_training,0,active_rl,NaN
4,2,12.2944,5.2388,46.83,3812,246519,1714,4.6827,5.5585,0.014128,1.0000,1,0.0000,0.0000,1.0000,-0.1103,-0.0317,0.9683,5.0000,json_training,0,active_rl,NaN
4,3,12.2004,5.1507,52.95,3822,246838,1636,5.2955,5.9256,0.014232,0.9683,1,0.0000,0.0000,1.0000,-0.0878,0.0000,0.9683,5.0000,json_training,0,active_rl,NaN
4,4,12.3007,5.2234,50.86,3806,251026,1696,5.0766,6.9711,0.014926,0.9683,1,0.0000,0.0000,1.0000,-0.0763,0.0000,0.9683,5.0000,json_training,0,active_rl,NaN
4,5,13.7143,5.1128,54.46,3795,248599,1684,5.4464,10.1072,0.014183,0.9683,1,0.0000,0.0000,1.0000,-0.0556,0.0000,0.9683,5.0000,json_training,0,active_rl,NaN
4,6,15.1440,5.0575,55.35,3780,241430,1566,5.5354,5.3646,0.014110,0.9683,1,0.0000,0.0000,1.0000,-0.0607,0.0000,0.9683,5.0000,json_training,0,active_rl,NaN
4,7,14.2562,5.0842,49.34,3742,243316,1595,4.9338,5.8563,0.014076,0.9683,1,0.0000,0.0000,1.0000,-0.0126,0.0000,0.9683,5.0000,json_training,0,active_rl,NaN
4,8,15.3639,4.7780,57.83,3763,247606,1577,5.7822,12.9422,0.013383,0.9683,1,0.0000,0.0000,1.0000,-0.0282,0.0000,0.9683,5.0000,json_training,0,active_rl,NaN
4,9,12.8153,4.9480,53.76,3764,251027,1606,5.3726,21.5879,0.012432,0.9683,1,0.0000,0.0000,1.0000,0.0351,0.0000,0.9683,5.0000,json_training,0,active_rl,NaN
